edition,country_noc,gold,silver,bronze,total
1908 Summer Olympics,CAN,3,3,10,16
1912 Summer Olympics,CAN,3,2,3,8
1920 Summer Olympics,CAN,3,3,3,9
1924 Summer Olympics,CAN,0,3,1,4
1924 Winter Olympics,CAN,1,0,0,1
1928 Summer Olympics,CAN,4,4,7,15
1928 Winter Olympics,CAN,1,0,0,1
1932 Summer Olympics,CAN,2,5,9,16
1932 Winter Olympics,CAN,1,1,5,7
1936 Summer Olympics,CAN,1,3,5,9
1936 Winter Olympics,CAN,0,1,0,1
1948 Summer Olympics,CAN,0,2,2,4
1948 Winter Olympics,CAN,2,0,1,3
1952 Summer Olympics,CAN,1,2,0,3
1952 Winter Olympics,CAN,1,0,1,2
1956 Summer Olympics,CAN,2,1,2,5
1956 Winter Olympics,CAN,0,1,2,3
1956 Equestrian Olympics,CAN,0,0,1,1
1960 Summer Olympics,CAN,0,1,0,1
1960 Winter Olympics,CAN,2,1,1,4
1964 Summer Olympics,CAN,1,2,1,4
1964 Winter Olympics,CAN,1,1,1,3
1968 Summer Olympics,CAN,1,3,1,5
1968 Winter Olympics,CAN,1,1,1,3
1972 Summer Olympics,CAN,0,2,3,5
1972 Winter Olympics,CAN,0,1,0,1
1976 Summer Olympics,CAN,0,5,6,11
1976 Winter Olympics,CAN,1,1,1,3
1980 Winter Olympics,CAN,0,1,1,2
1984 Summer Olympics,CAN,10,18,16,44
1984 Winter Olympics,CAN,2,1,1,4
1988 Summer Olympics,CAN,3,2,5,10
1988 Winter Olympics,CAN,0,2,3,5
1992 Summer Olympics,CAN,7,4,7,18
1992 Winter Olympics,CAN,2,3,2,7
1994 Winter Olympics,CAN,3,6,4,13
1996 Summer Olympics,CAN,3,11,8,22
1998 Winter Olympics,CAN,6,5,4,15
2000 Summer Olympics,CAN,3,3,8,14
2002 Winter Olympics,CAN,7,3,7,17
2004 Summer Olympics,CAN,3,6,3,12
2006 Winter Olympics,CAN,6,9,6,21
2008 Summer Olympics,CAN,3,9,8,20
2010 Winter Olympics,CAN,14,7,5,26
2012 Summer Olympics,CAN,2,6,10,18
2014 Winter Olympics,CAN,10,10,5,25
2016 Summer Olympics,CAN,4,3,15,22
2018 Winter Olympics,CAN,11,8,10,29
2020 Summer Olympics,CAN,7,6,11,24
2022 Winter Olympics,CAN,4,8,14,26
1948 Summer Olympics,PAK,0,0,0,0
1952 Summer Olympics,PAK,0,0,0,0
1956 Summer Olympics,PAK,0,1,0,1
1960 Summer Olympics,PAK,1,0,1,2
1964 Summer Olympics,PAK,0,1,0,1
1968 Summer Olympics,PAK,1,0,0,1
1972 Summer Olympics,PAK,0,1,0,1
1976 Summer Olympics,PAK,0,0,1,1
1984 Summer Olympics,PAK,1,0,0,1
1988 Summer Olympics,PAK,0,0,1,1
1992 Summer Olympics,PAK,0,0,1,1
1996 Summer Olympics,PAK,0,0,0,0
2000 Summer Olympics,PAK,0,0,0,0
2004 Summer Olympics,PAK,0,0,0,0
2008 Summer Olympics,PAK,0,0,0,0
2010 Winter Olympics,PAK,0,0,0,0
2012 Summer Olympics,PAK,0,0,0,0
2014 Winter Olympics,PAK,0,0,0,0
2016 Summer Olympics,PAK,0,0,0,0
2018 Winter Olympics,PAK,0,0,0,0
2020 Summer Olympics,PAK,0,0,0,0
2022 Winter Olympics,PAK,0,0,0,0
1952 Summer Olympics,SAA,0,0,0,0
1994 Winter Olympics,MDA,0,0,0,0
1996 Summer Olympics,MDA,0,1,1,2
1998 Winter Olympics,MDA,0,0,0,0
2000 Summer Olympics,MDA,0,1,1,2
2002 Winter Olympics,MDA,0,0,0,0
2004 Summer Olympics,MDA,0,0,0,0
2006 Winter Olympics,MDA,0,0,0,0
2008 Summer Olympics,MDA,0,0,1,1
2010 Winter Olympics,MDA,0,0,0,0
2012 Summer Olympics,MDA,0,0,0,0
2014 Winter Olympics,MDA,0,0,0,0
2016 Summer Olympics,MDA,0,0,0,0
2018 Winter Olympics,MDA,0,0,0,0
2020 Summer Olympics,MDA,0,0,1,1
2022 Winter Olympics,MDA,0,0,0,0
1984 Summer Olympics,RWA,0,0,0,0
1988 Summer Olympics,RWA,0,0,0,0
1992 Summer Olympics,RWA,0,0,0,0
1996 Summer Olympics,RWA,0,0,0,0
2000 Summer Olympics,RWA,0,0,0,0
2004 Summer Olympics,RWA,0,0,0,0
2008 Summer Olympics,RWA,0,0,0,0
2012 Summer Olympics,RWA,0,0,0,0
2016 Summer Olympics,RWA,0,0,0,0
2020 Summer Olympics,RWA,0,0,0,0
1900 Summer Olympics,PER,0,0,0,0
1932 Summer Olympics,PER,0,0,0,0
1936 Summer Olympics,PER,0,0,0,0
1948 Summer Olympics,PER,1,0,0,1
1956 Summer Olympics,PER,0,0,0,0
1960 Summer Olympics,PER,0,0,0,0
1964 Summer Olympics,PER,0,0,0,0
1968 Summer Olympics,PER,0,0,0,0
1972 Summer Olympics,PER,0,0,0,0
1976 Summer Olympics,PER,0,0,0,0
1980 Summer Olympics,PER,0,0,0,0
1984 Summer Olympics,PER,0,1,0,1
1988 Summer Olympics,PER,0,1,0,1
1992 Summer Olympics,PER,0,1,0,1
1996 Summer Olympics,PER,0,0,0,0
2000 Summer Olympics,PER,0,0,0,0
2004 Summer Olympics,PER,0,0,0,0
2008 Summer Olympics,PER,0,0,0,0
2010 Winter Olympics,PER,0,0,0,0
2012 Summer Olympics,PER,0,0,0,0
2014 Winter Olympics,PER,0,0,0,0
2016 Summer Olympics,PER,0,0,0,0
2020 Summer Olympics,PER,0,0,0,0
2022 Winter Olympics,PER,0,0,0,0
1996 Summer Olympics,SKN,0,0,0,0
2000 Summer Olympics,SKN,0,0,0,0
2004 Summer Olympics,SKN,0,0,0,0
2008 Summer Olympics,SKN,0,0,0,0
2012 Summer Olympics,SKN,0,0,0,0
2016 Summer Olympics,SKN,0,0,0,0
2020 Summer Olympics,SKN,0,0,0,0
1924 Summer Olympics,PHI,0,0,0,0
1928 Summer Olympics,PHI,0,0,1,1
1932 Summer Olympics,PHI,0,0,3,3
1936 Summer Olympics,PHI,0,0,1,1
1948 Summer Olympics,PHI,0,0,0,0
1952 Summer Olympics,PHI,0,0,0,0
1956 Summer Olympics,PHI,0,0,0,0
1960 Summer Olympics,PHI,0,0,0,0
1964 Summer Olympics,PHI,0,1,0,1
1968 Summer Olympics,PHI,0,0,0,0
1972 Summer Olympics,PHI,0,0,0,0
1972 Winter Olympics,PHI,0,0,0,0
1976 Summer Olympics,PHI,0,0,0,0
1984 Summer Olympics,PHI,0,0,0,0
1988 Summer Olympics,PHI,0,0,1,1
1988 Winter Olympics,PHI,0,0,0,0
1992 Summer Olympics,PHI,0,0,1,1
1992 Winter Olympics,PHI,0,0,0,0
1996 Summer Olympics,PHI,0,1,0,1
2000 Summer Olympics,PHI,0,0,0,0
2004 Summer Olympics,PHI,0,0,0,0
2008 Summer Olympics,PHI,0,0,0,0
2012 Summer Olympics,PHI,0,0,0,0
2014 Winter Olympics,PHI,0,0,0,0
2016 Summer Olympics,PHI,0,1,0,1
2018 Winter Olympics,PHI,0,0,0,0
2020 Summer Olympics,PHI,1,2,1,4
2022 Winter Olympics,PHI,0,0,0,0
2018 Winter Olympics,ROC,2,6,9,17
2020 Summer Olympics,ROC,20,28,23,71
2022 Winter Olympics,ROC,6,12,14,32
1996 Summer Olympics,LCA,0,0,0,0
2000 Summer Olympics,LCA,0,0,0,0
2004 Summer Olympics,LCA,0,0,0,0
2008 Summer Olympics,LCA,0,0,0,0
2012 Summer Olympics,LCA,0,0,0,0
2016 Summer Olympics,LCA,0,0,0,0
2020 Summer Olympics,LCA,0,0,0,0
1988 Summer Olympics,VIN,0,0,0,0
1992 Summer Olympics,VIN,0,0,0,0
1996 Summer Olympics,VIN,0,0,0,0
2000 Summer Olympics,VIN,0,0,0,0
2004 Summer Olympics,VIN,0,0,0,0
2008 Summer Olympics,VIN,0,0,0,0
2012 Summer Olympics,VIN,0,0,0,0
2016 Summer Olympics,VIN,0,0,0,0
2020 Summer Olympics,VIN,0,0,0,0
1948 Summer Olympics,PUR,0,0,1,1
1952 Summer Olympics,PUR,0,0,0,0
1956 Summer Olympics,PUR,0,0,0,0
1960 Summer Olympics,PUR,0,0,0,0
1964 Summer Olympics,PUR,0,0,0,0
1968 Summer Olympics,PUR,0,0,0,0
1972 Summer Olympics,PUR,0,0,0,0
1976 Summer Olympics,PUR,0,0,1,1
1980 Summer Olympics,PUR,0,0,0,0
1984 Summer Olympics,PUR,0,1,1,2
1984 Winter Olympics,PUR,0,0,0,0
1988 Summer Olympics,PUR,0,0,0,0
1988 Winter Olympics,PUR,0,0,0,0
1992 Summer Olympics,PUR,0,0,1,1
1992 Winter Olympics,PUR,0,0,0,0
1994 Winter Olympics,PUR,0,0,0,0
1996 Summer Olympics,PUR,0,0,1,1
1998 Winter Olympics,PUR,0,0,0,0
2000 Summer Olympics,PUR,0,0,0,0
2004 Summer Olympics,PUR,0,0,0,0
2008 Summer Olympics,PUR,0,0,0,0
2012 Summer Olympics,PUR,0,1,1,2
2016 Summer Olympics,PUR,1,0,0,1
2018 Winter Olympics,PUR,0,0,0,0
2020 Summer Olympics,PUR,1,0,0,1
2022 Winter Olympics,PUR,0,0,0,0
1900 Summer Olympics,MEX,0,0,1,1
1924 Summer Olympics,MEX,0,0,0,0
1928 Summer Olympics,MEX,0,0,0,0
1928 Winter Olympics,MEX,0,0,0,0
1932 Summer Olympics,MEX,0,2,0,2
1936 Summer Olympics,MEX,0,0,3,3
1948 Summer Olympics,MEX,2,1,2,5
1952 Summer Olympics,MEX,0,1,0,1
1956 Summer Olympics,MEX,1,0,1,2
1960 Summer Olympics,MEX,0,0,1,1
1964 Summer Olympics,MEX,0,0,1,1
1968 Summer Olympics,MEX,3,3,3,9
1972 Summer Olympics,MEX,0,1,0,1
1976 Summer Olympics,MEX,1,0,1,2
1980 Summer Olympics,MEX,0,1,3,4
1984 Summer Olympics,MEX,2,3,1,6
1984 Winter Olympics,MEX,0,0,0,0
1988 Summer Olympics,MEX,0,0,2,2
1988 Winter Olympics,MEX,0,0,0,0
1992 Summer Olympics,MEX,0,1,0,1
1992 Winter Olympics,MEX,0,0,0,0
1994 Winter Olympics,MEX,0,0,0,0
1996 Summer Olympics,MEX,0,0,1,1
2000 Summer Olympics,MEX,1,2,3,6
2002 Winter Olympics,MEX,0,0,0,0
2004 Summer Olympics,MEX,0,3,1,4
2008 Summer Olympics,MEX,2,0,2,4
2010 Winter Olympics,MEX,0,0,0,0
2012 Summer Olympics,MEX,1,3,4,8
2014 Winter Olympics,MEX,0,0,0,0
2016 Summer Olympics,MEX,0,3,2,5
2018 Winter Olympics,MEX,0,0,0,0
2020 Summer Olympics,MEX,0,0,4,4
2022 Winter Olympics,MEX,0,0,0,0
1996 Summer Olympics,STP,0,0,0,0
2000 Summer Olympics,STP,0,0,0,0
2004 Summer Olympics,STP,0,0,0,0
2008 Summer Olympics,STP,0,0,0,0
2012 Summer Olympics,STP,0,0,0,0
2016 Summer Olympics,STP,0,0,0,0
2020 Summer Olympics,STP,0,0,0,0
1984 Summer Olympics,SAM,0,0,0,0
1988 Summer Olympics,SAM,0,0,0,0
1992 Summer Olympics,SAM,0,0,0,0
1996 Summer Olympics,SAM,0,0,0,0
2000 Summer Olympics,SAM,0,0,0,0
2004 Summer Olympics,SAM,0,0,0,0
2008 Summer Olympics,SAM,0,1,0,1
2012 Summer Olympics,SAM,0,0,0,0
2016 Summer Olympics,SAM,0,0,0,0
2020 Summer Olympics,SAM,0,0,0,0
1896 Summer Olympics,HUN,2,1,3,6
1900 Summer Olympics,HUN,1,2,2,5
1904 Summer Olympics,HUN,2,1,1,4
1908 Summer Olympics,HUN,3,4,2,9
1912 Summer Olympics,HUN,3,2,3,8
1924 Summer Olympics,HUN,2,4,4,10
1924 Winter Olympics,HUN,0,0,0,0
1928 Summer Olympics,HUN,5,5,0,10
1928 Winter Olympics,HUN,0,0,0,0
1932 Summer Olympics,HUN,6,5,5,16
1932 Winter Olympics,HUN,0,0,1,1
1936 Summer Olympics,HUN,10,1,5,16
1936 Winter Olympics,HUN,0,0,1,1
1948 Summer Olympics,HUN,10,5,13,28
1948 Winter Olympics,HUN,0,1,0,1
1952 Summer Olympics,HUN,16,10,16,42
1952 Winter Olympics,HUN,0,0,1,1
1956 Summer Olympics,HUN,9,10,7,26
1956 Winter Olympics,HUN,0,0,1,1
1956 Equestrian Olympics,HUN,0,0,0,0
1960 Summer Olympics,HUN,6,8,7,21
1960 Winter Olympics,HUN,0,0,0,0
1964 Summer Olympics,HUN,10,7,5,22
1964 Winter Olympics,HUN,0,0,0,0
1968 Summer Olympics,HUN,10,10,12,32
1968 Winter Olympics,HUN,0,0,0,0
1972 Summer Olympics,HUN,6,13,16,35
1972 Winter Olympics,HUN,0,0,0,0
1976 Summer Olympics,HUN,4,5,13,22
1976 Winter Olympics,HUN,0,0,0,0
1980 Summer Olympics,HUN,7,10,15,32
1980 Winter Olympics,HUN,0,1,0,1
1984 Winter Olympics,HUN,0,0,0,0
1988 Summer Olympics,HUN,11,6,6,23
1988 Winter Olympics,HUN,0,0,0,0
1992 Summer Olympics,HUN,11,12,7,30
1992 Winter Olympics,HUN,0,0,0,0
1994 Winter Olympics,HUN,0,0,0,0
1996 Summer Olympics,HUN,7,4,10,21
1998 Winter Olympics,HUN,0,0,0,0
2000 Summer Olympics,HUN,8,6,3,17
2002 Winter Olympics,HUN,0,0,0,0
2004 Summer Olympics,HUN,8,6,3,17
2006 Winter Olympics,HUN,0,0,0,0
2008 Summer Olympics,HUN,3,5,2,10
2010 Winter Olympics,HUN,0,0,0,0
2012 Summer Olympics,HUN,8,4,6,18
2014 Winter Olympics,HUN,0,0,0,0
2016 Summer Olympics,HUN,8,3,4,15
2018 Winter Olympics,HUN,1,0,0,1
2020 Summer Olympics,HUN,6,7,7,20
2022 Winter Olympics,HUN,1,0,2,3
1996 Summer Olympics,SCG,1,1,2,4
1998 Winter Olympics,SCG,0,0,0,0
2000 Summer Olympics,SCG,1,1,1,3
2002 Winter Olympics,SCG,0,0,0,0
2004 Summer Olympics,SCG,0,2,0,2
2006 Winter Olympics,SCG,0,0,0,0
1980 Summer Olympics,SEY,0,0,0,0
1984 Summer Olympics,SEY,0,0,0,0
1992 Summer Olympics,SEY,0,0,0,0
1996 Summer Olympics,SEY,0,0,0,0
2000 Summer Olympics,SEY,0,0,0,0
2004 Summer Olympics,SEY,0,0,0,0
2008 Summer Olympics,SEY,0,0,0,0
2012 Summer Olympics,SEY,0,0,0,0
2016 Summer Olympics,SEY,0,0,0,0
2020 Summer Olympics,SEY,0,0,0,0
1968 Summer Olympics,SLE,0,0,0,0
1980 Summer Olympics,SLE,0,0,0,0
1984 Summer Olympics,SLE,0,0,0,0
1988 Summer Olympics,SLE,0,0,0,0
1992 Summer Olympics,SLE,0,0,0,0
1996 Summer Olympics,SLE,0,0,0,0
2000 Summer Olympics,SLE,0,0,0,0
2004 Summer Olympics,SLE,0,0,0,0
2008 Summer Olympics,SLE,0,0,0,0
2012 Summer Olympics,SLE,0,0,0,0
2016 Summer Olympics,SLE,0,0,0,0
2020 Summer Olympics,SLE,0,0,0,0
1912 Summer Olympics,SRB,0,0,0,0
2008 Summer Olympics,SRB,0,1,2,3
2010 Winter Olympics,SRB,0,0,0,0
2012 Summer Olympics,SRB,1,1,2,4
2014 Winter Olympics,SRB,0,0,0,0
2016 Summer Olympics,SRB,2,4,2,8
2018 Winter Olympics,SRB,0,0,0,0
2020 Summer Olympics,SRB,3,1,5,9
2022 Winter Olympics,SRB,0,0,0,0
1896 Summer Olympics,GER,7,5,2,14
1900 Summer Olympics,GER,4,3,1,8
1904 Summer Olympics,GER,5,4,5,14
1908 Summer Olympics,GER,3,5,5,13
1912 Summer Olympics,GER,6,13,7,26
1928 Summer Olympics,GER,11,9,19,39
1928 Winter Olympics,GER,0,0,1,1
1932 Summer Olympics,GER,5,12,7,24
1932 Winter Olympics,GER,0,0,2,2
1936 Summer Olympics,GER,38,31,32,101
1936 Winter Olympics,GER,3,3,0,6
1952 Summer Olympics,GER,0,7,17,24
1952 Winter Olympics,GER,3,2,2,7
1956 Summer Olympics,GER,4,10,6,20
1956 Winter Olympics,GER,1,0,1,2
1956 Equestrian Olympics,GER,2,3,1,6
1960 Summer Olympics,GER,12,19,11,42
1960 Winter Olympics,GER,4,3,1,8
1964 Summer Olympics,GER,10,22,18,50
1964 Winter Olympics,GER,3,3,3,9
1992 Summer Olympics,GER,33,21,28,82
1992 Winter Olympics,GER,10,10,6,26
1994 Winter Olympics,GER,9,7,8,24
1996 Summer Olympics,GER,20,18,27,65
1998 Winter Olympics,GER,12,9,8,29
2000 Summer Olympics,GER,13,17,26,56
2002 Winter Olympics,GER,12,16,8,36
2004 Summer Olympics,GER,13,16,20,49
2006 Winter Olympics,GER,11,12,6,29
2008 Summer Olympics,GER,16,11,14,41
2010 Winter Olympics,GER,10,13,7,30
2012 Summer Olympics,GER,11,20,13,44
2014 Winter Olympics,GER,8,6,5,19
2016 Summer Olympics,GER,17,10,15,42
2018 Winter Olympics,GER,14,10,7,31
2020 Summer Olympics,GER,10,11,16,37
2022 Winter Olympics,GER,12,10,4,26
2016 Summer Olympics,SSD,0,0,0,0
2020 Summer Olympics,SSD,0,0,0,0
1988 Summer Olympics,YMD,0,0,0,0
1960 Summer Olympics,SMR,0,0,0,0
1968 Summer Olympics,SMR,0,0,0,0
1972 Summer Olympics,SMR,0,0,0,0
1976 Summer Olympics,SMR,0,0,0,0
1976 Winter Olympics,SMR,0,0,0,0
1980 Summer Olympics,SMR,0,0,0,0
1984 Summer Olympics,SMR,0,0,0,0
1984 Winter Olympics,SMR,0,0,0,0
1988 Summer Olympics,SMR,0,0,0,0
1988 Winter Olympics,SMR,0,0,0,0
1992 Summer Olympics,SMR,0,0,0,0
1992 Winter Olympics,SMR,0,0,0,0
1994 Winter Olympics,SMR,0,0,0,0
1996 Summer Olympics,SMR,0,0,0,0
2000 Summer Olympics,SMR,0,0,0,0
2002 Winter Olympics,SMR,0,0,0,0
2004 Summer Olympics,SMR,0,0,0,0
2006 Winter Olympics,SMR,0,0,0,0
2008 Summer Olympics,SMR,0,0,0,0
2010 Winter Olympics,SMR,0,0,0,0
2012 Summer Olympics,SMR,0,0,0,0
2014 Winter Olympics,SMR,0,0,0,0
2016 Summer Olympics,SMR,0,0,0,0
2018 Winter Olympics,SMR,0,0,0,0
2020 Summer Olympics,SMR,0,1,2,3
2022 Winter Olympics,SMR,0,0,0,0
1984 Summer Olympics,SOL,0,0,0,0
1988 Summer Olympics,SOL,0,0,0,0
1992 Summer Olympics,SOL,0,0,0,0
1996 Summer Olympics,SOL,0,0,0,0
2000 Summer Olympics,SOL,0,0,0,0
2004 Summer Olympics,SOL,0,0,0,0
2008 Summer Olympics,SOL,0,0,0,0
2012 Summer Olympics,SOL,0,0,0,0
2016 Summer Olympics,SOL,0,0,0,0
2020 Summer Olympics,SOL,0,0,0,0
1964 Summer Olympics,SEN,0,0,0,0
1968 Summer Olympics,SEN,0,0,0,0
1972 Summer Olympics,SEN,0,0,0,0
1976 Summer Olympics,SEN,0,0,0,0
1980 Summer Olympics,SEN,0,0,0,0
1984 Summer Olympics,SEN,0,0,0,0
1984 Winter Olympics,SEN,0,0,0,0
1988 Summer Olympics,SEN,0,1,0,1
1992 Summer Olympics,SEN,0,0,0,0
1992 Winter Olympics,SEN,0,0,0,0
1994 Winter Olympics,SEN,0,0,0,0
1996 Summer Olympics,SEN,0,0,0,0
2000 Summer Olympics,SEN,0,0,0,0
2004 Summer Olympics,SEN,0,0,0,0
2006 Winter Olympics,SEN,0,0,0,0
2008 Summer Olympics,SEN,0,0,0,0
2010 Winter Olympics,SEN,0,0,0,0
2012 Summer Olympics,SEN,0,0,0,0
2016 Summer Olympics,SEN,0,0,0,0
2020 Summer Olympics,SEN,0,0,0,0
1972 Summer Olympics,SOM,0,0,0,0
1984 Summer Olympics,SOM,0,0,0,0
1988 Summer Olympics,SOM,0,0,0,0
1996 Summer Olympics,SOM,0,0,0,0
2000 Summer Olympics,SOM,0,0,0,0
2004 Summer Olympics,SOM,0,0,0,0
2008 Summer Olympics,SOM,0,0,0,0
2012 Summer Olympics,SOM,0,0,0,0
2016 Summer Olympics,SOM,0,0,0,0
2020 Summer Olympics,SOM,0,0,0,0
1912 Summer Olympics,POR,0,0,0,0
1920 Summer Olympics,POR,0,0,0,0
1924 Summer Olympics,POR,0,0,1,1
1928 Summer Olympics,POR,0,0,1,1
1932 Summer Olympics,POR,0,0,0,0
1936 Summer Olympics,POR,0,0,1,1
1948 Summer Olympics,POR,0,1,1,2
1952 Summer Olympics,POR,0,0,1,1
1952 Winter Olympics,POR,0,0,0,0
1956 Summer Olympics,POR,0,0,0,0
1956 Equestrian Olympics,POR,0,0,0,0
1960 Summer Olympics,POR,0,1,0,1
1964 Summer Olympics,POR,0,0,0,0
1968 Summer Olympics,POR,0,0,0,0
1972 Summer Olympics,POR,0,0,0,0
1976 Summer Olympics,POR,0,2,0,2
1980 Summer Olympics,POR,0,0,0,0
1984 Summer Olympics,POR,1,0,2,3
1988 Summer Olympics,POR,1,0,0,1
1988 Winter Olympics,POR,0,0,0,0
1992 Summer Olympics,POR,0,0,0,0
1994 Winter Olympics,POR,0,0,0,0
1996 Summer Olympics,POR,1,0,1,2
1998 Winter Olympics,POR,0,0,0,0
2000 Summer Olympics,POR,0,0,2,2
2004 Summer Olympics,POR,0,2,1,3
2006 Winter Olympics,POR,0,0,0,0
2008 Summer Olympics,POR,1,1,0,2
2010 Winter Olympics,POR,0,0,0,0
2012 Summer Olympics,POR,0,1,0,1
2014 Winter Olympics,POR,0,0,0,0
2016 Summer Olympics,POR,0,0,1,1
2018 Winter Olympics,POR,0,0,0,0
2020 Summer Olympics,POR,1,1,2,4
2022 Winter Olympics,POR,0,0,0,0
1920 Summer Olympics,NZL,0,0,1,1
1924 Summer Olympics,NZL,0,0,1,1
1928 Summer Olympics,NZL,1,0,0,1
1932 Summer Olympics,NZL,0,1,0,1
1936 Summer Olympics,NZL,1,0,0,1
1948 Summer Olympics,NZL,0,0,0,0
1952 Summer Olympics,NZL,1,0,2,3
1952 Winter Olympics,NZL,0,0,0,0
1956 Summer Olympics,NZL,2,0,0,2
1960 Summer Olympics,NZL,2,0,1,3
1960 Winter Olympics,NZL,0,0,0,0
1964 Summer Olympics,NZL,3,0,2,5
1968 Summer Olympics,NZL,1,0,2,3
1968 Winter Olympics,NZL,0,0,0,0
1972 Summer Olympics,NZL,1,1,1,3
1972 Winter Olympics,NZL,0,0,0,0
1976 Summer Olympics,NZL,2,1,1,4
1976 Winter Olympics,NZL,0,0,0,0
1980 Summer Olympics,NZL,0,0,0,0
1980 Winter Olympics,NZL,0,0,0,0
1984 Summer Olympics,NZL,8,1,2,11
1984 Winter Olympics,NZL,0,0,0,0
1988 Summer Olympics,NZL,3,2,8,13
1988 Winter Olympics,NZL,0,0,0,0
1992 Summer Olympics,NZL,1,4,5,10
1992 Winter Olympics,NZL,0,1,0,1
1994 Winter Olympics,NZL,0,0,0,0
1996 Summer Olympics,NZL,3,2,1,6
1998 Winter Olympics,NZL,0,0,0,0
2000 Summer Olympics,NZL,1,0,3,4
2002 Winter Olympics,NZL,0,0,0,0
2004 Summer Olympics,NZL,3,2,0,5
2006 Winter Olympics,NZL,0,0,0,0
2008 Summer Olympics,NZL,3,2,4,9
2010 Winter Olympics,NZL,0,0,0,0
2012 Summer Olympics,NZL,6,2,5,13
2014 Winter Olympics,NZL,0,0,0,0
2016 Summer Olympics,NZL,4,9,5,18
2018 Winter Olympics,NZL,0,0,2,2
2020 Summer Olympics,NZL,7,6,7,20
2022 Winter Olympics,NZL,2,1,0,3
1952 Summer Olympics,VNM,0,0,0,0
1956 Summer Olympics,VNM,0,0,0,0
1960 Summer Olympics,VNM,0,0,0,0
1964 Summer Olympics,VNM,0,0,0,0
1968 Summer Olympics,VNM,0,0,0,0
1972 Summer Olympics,VNM,0,0,0,0
1948 Summer Olympics,SGP,0,0,0,0
1952 Summer Olympics,SGP,0,0,0,0
1956 Summer Olympics,SGP,0,0,0,0
1960 Summer Olympics,SGP,0,1,0,1
1968 Summer Olympics,SGP,0,0,0,0
1972 Summer Olympics,SGP,0,0,0,0
1976 Summer Olympics,SGP,0,0,0,0
1984 Summer Olympics,SGP,0,0,0,0
1988 Summer Olympics,SGP,0,0,0,0
1992 Summer Olympics,SGP,0,0,0,0
1996 Summer Olympics,SGP,0,0,0,0
2000 Summer Olympics,SGP,0,0,0,0
2004 Summer Olympics,SGP,0,0,0,0
2008 Summer Olympics,SGP,0,1,0,1
2012 Summer Olympics,SGP,0,0,2,2
2016 Summer Olympics,SGP,1,0,0,1
2018 Winter Olympics,SGP,0,0,0,0
2020 Summer Olympics,SGP,0,0,0,0
1960 Summer Olympics,SUD,0,0,0,0
1968 Summer Olympics,SUD,0,0,0,0
1972 Summer Olympics,SUD,0,0,0,0
1984 Summer Olympics,SUD,0,0,0,0
1988 Summer Olympics,SUD,0,0,0,0
1992 Summer Olympics,SUD,0,0,0,0
1996 Summer Olympics,SUD,0,0,0,0
2000 Summer Olympics,SUD,0,0,0,0
2004 Summer Olympics,SUD,0,0,0,0
2008 Summer Olympics,SUD,0,1,0,1
2012 Summer Olympics,SUD,0,0,0,0
2016 Summer Olympics,SUD,0,0,0,0
2020 Summer Olympics,SUD,0,0,0,0
1968 Summer Olympics,SUR,0,0,0,0
1972 Summer Olympics,SUR,0,0,0,0
1976 Summer Olympics,SUR,0,0,0,0
1984 Summer Olympics,SUR,0,0,0,0
1988 Summer Olympics,SUR,1,0,0,1
1992 Summer Olympics,SUR,0,0,1,1
1996 Summer Olympics,SUR,0,0,0,0
2000 Summer Olympics,SUR,0,0,0,0
2004 Summer Olympics,SUR,0,0,0,0
2008 Summer Olympics,SUR,0,0,0,0
2012 Summer Olympics,SUR,0,0,0,0
2016 Summer Olympics,SUR,0,0,0,0
2020 Summer Olympics,SUR,0,0,0,0
1996 Summer Olympics,TJK,0,0,0,0
2000 Summer Olympics,TJK,0,0,0,0
2002 Winter Olympics,TJK,0,0,0,0
2004 Summer Olympics,TJK,0,0,0,0
2006 Winter Olympics,TJK,0,0,0,0
2008 Summer Olympics,TJK,0,1,1,2
2010 Winter Olympics,TJK,0,0,0,0
2012 Summer Olympics,TJK,0,0,1,1
2014 Winter Olympics,TJK,0,0,0,0
2016 Summer Olympics,TJK,1,0,0,1
2020 Summer Olympics,TJK,0,0,0,0
1948 Summer Olympics,SRI,0,1,0,1
1952 Summer Olympics,SRI,0,0,0,0
1956 Summer Olympics,SRI,0,0,0,0
1960 Summer Olympics,SRI,0,0,0,0
1964 Summer Olympics,SRI,0,0,0,0
1968 Summer Olympics,SRI,0,0,0,0
1972 Summer Olympics,SRI,0,0,0,0
1980 Summer Olympics,SRI,0,0,0,0
1984 Summer Olympics,SRI,0,0,0,0
1988 Summer Olympics,SRI,0,0,0,0
1992 Summer Olympics,SRI,0,0,0,0
1996 Summer Olympics,SRI,0,0,0,0
2000 Summer Olympics,SRI,0,1,0,1
2004 Summer Olympics,SRI,0,0,0,0
2008 Summer Olympics,SRI,0,0,0,0
2012 Summer Olympics,SRI,0,0,0,0
2016 Summer Olympics,SRI,0,0,0,0
2020 Summer Olympics,SRI,0,0,0,0
1948 Summer Olympics,SYR,0,0,0,0
1968 Summer Olympics,SYR,0,0,0,0
1972 Summer Olympics,SYR,0,0,0,0
1980 Summer Olympics,SYR,0,0,0,0
1984 Summer Olympics,SYR,0,1,0,1
1988 Summer Olympics,SYR,0,0,0,0
1992 Summer Olympics,SYR,0,0,0,0
1996 Summer Olympics,SYR,1,0,0,1
